drug_name,recall_initiation_date,reason_for_recall,status,recalled
fulvestrant injection 250 mg,20210827,Lack of Assurance of Sterility,Terminated,1
hydromorphone in 0,20230717,Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,1
red yeast rice high potency dietary supplement,20140429,Marketed Without An Approved NDA/ANDA: Product is being recalled due to excessive levels of lovastatin. Lovastatin is an FDA approved drug making this dietary supplement an unapproved new drug.,Terminated,1
duloxetine delayed-release capsules,20241114,CGMP Deviations: Presence of N-nitroso-duloxetine impurity above the recommended interim limit,Ongoing,1
melatonin,20130702,"Labeling:Label Mixup; MELATONIN, Tablet, 1 mg may be potentially mislabeled as    OMEGA-3 FATTY ACID, Capsule, 1000 mg, NDC 40985022921, Pedigree: W003711, EXP: 6/26/2014.",Terminated,1
estradiol 20 mg pellet 99,20170419,CGMP deviations- Lack of Quality Assurance,Terminated,1
promethazine vc with codeine syrup,20150325,Failed Impurities/Degradation Specifications: A stability lot was out of specification for a known impurity at the 8 month Controlled Room Temperature stability time-point.,Terminated,1
lidocaine 2,20220509,Lack of assurance of sterility.,Completed,1
sodium chloride injection,20181115,Labeling Not Elsewhere Classified: Fresenius Kabi is taking this action due to an incorrect statement on the product insert for product codes 918610 and 918620 indicating that the stoppers do not contain natural rubber latex.  The tray label for these two product codes and the vial label for product code 918620 also incorrectly state that the stoppers do not contain latex.  The above listed product codes and batches being recalled have stoppers containing natural rubber latex.,Terminated,1
testosterone cypionate in sesame oil injectable,20160921,Lack of Assurance of Sterility,Terminated,1
0,20131019,Lack of Assurance of Sterility: All unexpired sterile compounded human and veterinary products are being recalled because they were compounded in the same environment and under the same practices as another product found to be non-sterile and therefore sterility cannot be assured.,Terminated,1
diazepam injection,20130226,Lack of Assurance of Sterility: Loose crimp applied to the fliptop vial.,Terminated,1
ciprofloxacin ophth solution,20250131,Defective Container: Unable to get the solution out of the bottle as the spike of the cap was lodged in the nozzle of the product bottle,Ongoing,1
rabeprazole sodium delayed release tablets,20161212,Failed Dissolution Specifications,Terminated,1
acetaminophen,20210302,"Labeling: Label Mix-up; The bottle of over-the-counter Acetaminophen 500mg Extra Strength, 100 count, included in Health Essential Kits, labeled incorrectly with a prescription drug label instead of an OTC drug label.",Terminated,1
cvs health lubricant eye drops multi-symptom eye relief,20190702,Lack of Assurance of Sterility,Completed,1
haloperidol oral solution,20150302,Defective Container: Confirmed customer complaints of leaking bottles.,Terminated,1
vancomycin 1,20230502,Lack of Assurance of Sterility,Ongoing,1
blue diamond pill,20121217,"Marketed Without an Approved NDA/ANDA: product may contain undeclared sildenafil, tadalafil and analogues of these FDA approved active ingredients, making them unapproved drugs",Terminated,1
migrenol caplet,20220126,CGMP Deviations,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
azelastine hcl nasal solution,20180205,"Sun Pharmaceutical is recalling Azelastine HCl Nasal Solution, 0.1% (30 mL Bottle) following a failure to meet the % RSD requirement in the test for Droplet Size during the 6 month long term stability test station",Terminated,1
cyclobenzaprine hcl usp for prescription compounding,20180209,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,Terminated,1
tri-est gels,20150608,Penicillin Cross Contamination: potentially contaminated with penicillin,Terminated,1
hydroxocobalamin,20130726,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,1
heparin 2 ml,20190402,Lack of sterility assurance.,Terminated,1
hydroxyzine hydrochloride,20150518,Lack of Assurance of Sterility,Terminated,1
up,20231113,Non-Sterility,Ongoing,1
relumins vitamin c solvent ampules,20180119,"Marketed Without An Approved NDA/ANDA: Flawless Beauty, LLC is voluntarily recalling all lots of different products sold individually or as part of multi-unit kits in accordance with Consent Decree of Permanent Injunction ordered by the United States District Court due to misbranding and unapproved new drugs pursuant to the FD&C Act.",Terminated,1
lipo-b injectable-30 ml mdv coastal meds llc 1759 medical park dr,20180405,Presence of Particulate matter. Recall due to presence of unknown particulate matter.,Terminated,1
eylea,20240515,Lack of Assurance of Sterility: Complaints of syringe breakage,Ongoing,1
alcohol-free hand sanitizer,20140806,Microbial Contamination of Non-Sterile Product,Terminated,1
testosterone topical solution,20181009,Defective Container: Repetitive complaints received indicating pump not working.,Terminated,1
vancomycin hcl 1,20230710,CGMP Violations- that spaces adjacent to the production area may have been compromised at the time of production.,Terminated,1
oxycodone hcl c-ii tablets,20150610,Superpotent Drug: Confirmed customer complaint of a single unit dose blister cavity containing 2 OXYCODONE HCl 5 mg tablets.,Terminated,1
volumex,20190311,"Lack of Assurance of Sterility: preliminary environmental monitoring report exceeds limits, therefore sterility cannot be assured.",Terminated,1
0,20151110,Lack of Assurance of Sterility,Terminated,1
pioglitazone hcl active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
tums antacid,20221202,Presence of Foreign Substance: The foreign material is primarily comprised of glass mineral wool.,Completed,1
cvs health lubricant eye drops for  mild to moderate dry eye,20190702,Lack of Assurance of Sterility,Completed,1
0,20131127,Labeling: Wrong Bar Code; Bar code scans as 0.15% Potassium Chloride in 0.9% Sodium Chloride (20 mEq K/liter).,Terminated,1
s-procaine hcl 1,20190812,Lack of Assurance of Sterility,Terminated,1
paraben water for injection,20130726,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,1
buffered lidocaine hcl 1,20190619,Lack of Assurance of Sterility,Terminated,1
ramipril capsules usp 10 mg,20241023,CGMP Deviations: Active pharmaceutical ingredient was sourced from an unapproved vendor,Ongoing,1
telmisartan and hydrochlorothiazide tablets,20211201,Superpotent; Hydrochlorothiazide,Terminated,1
glutathione 200 mg,20130529,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Ongoing,1
tropicamide 0,20150912,Lack of Assurance of Sterility; The firm is recalling all sterile preparations that are within expiry due to deficient practices which may have an impact on sterility assurance.,Terminated,1
nitroglycerin lingual spray,20211227,Defective Delivery System,Terminated,1
zenatane,20170215,Failed dissolution specifications - low dissolution  results at S3 stage.,Terminated,1
tydemy,20230623,Failed Stability Specification and Failed Impurities/Degradation Specifications:  out of specification for inactive content ascorbic acid and MTHFRC-7impurity test,Terminated,1
papaverine-phentolamine-pge1 16,20190221,Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.,Terminated,1
squaric acid 0,20191218,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,Terminated,1
mebendazole active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
snowy range blue alcohol antiseptic 80,20230214,"Chemical Contamination: FDA analysis found the product to contain methanol, acetaldehyde, and acetal above the limits.",Ongoing,1
pancuronium bromide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
diethylpropion,20200916,cMGP Deviations: Drug products repackaged into pouches without supporting stability studies.,Terminated,1
estriol vaginal gels,20150608,Penicillin Cross Contamination: potentially contaminated with penicillin,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
mic,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
edetate disodium,20211206,Lack of Assurance of Sterility.,Terminated,1
pin-away pyrental pamoate,20230503,CGMP Deviations: Use of non-food grade lubricant in mixing vessel.,Ongoing,1
proplete 34 - 39 kg,20130515,Lack of Assurance of Sterility: Sterility could not be assured for compounded sterile renal nutritional prescriptions.,Terminated,1
sunmark loratadine orally disintegrating tablets,20150728,Superpotent Drug: Out Of Specification (OOS) result for Assay.,Terminated,1
clofarabine injection,20171013,Labeling: Incorrect or Missing Package Insert: authorized generic product was packaged with the incorrect insert for the brand name product Clolar (clofarabine) injection.,Terminated,1
0,20160505,Presence of Particulate Matter: API contaminated with glass particulate was used to produce sterile injectable drugs.,Terminated,1
prevacid 24hr,20180926,CGMP deviations,Terminated,1
vancomycin 50 mg,20130320,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Terminated,1
hyoscyamine sulfate er,20130702,"Labeling: Label Mixup; HYOSCYAMINE SULFATE ER Tablet, 0.375 mg may be potentially mislabeled as    SERTRALINE HCL, Tablet, 50 mg, NDC 16714061204, Pedigree: W003575, EXP: 6/24/2014.",Terminated,1
sermorelin,20180910,Lack of Assurance of Sterility,Terminated,1
pain wizard,20240417,Out of Specification for active ingredient. Violative grade of propylene glycol used during the manufacturing process.,Ongoing,1
triest 80,20150310,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin cross contamination.,Terminated,1
pge 2,20150602,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,1
easy clean alcohol mult surface disinfecting cleaner 75,20221215,cGMP Deviations,Terminated,1
phenazopyridine hydrochloride tablets,20161028,CGMP Deviations: manufactured under practices which may result in assay or content uniformity failures.,Terminated,1
heparin 10 ml,20190402,Lack of sterility assurance.,Terminated,1
betamethasone acetate,20160801,"Lack of processing controls: Isomeric Pharmacy Solution, LLC is recalling Betamethasone Acetate / Betamethasone Sodium Phosphate 7 mg/mL INJ SUSP because of the potential of drug clumps in the vial of the sterile drug product and larger particle sizes.",Terminated,1
phentermine hcl blue,20200727,CGMP Deviations: Light sensitive drug products repackaged in transparent/partially transparent pouches.,Terminated,1
papaverine,20141006,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Terminated,1
buspirone hydrochloride tablets usp 30 mg,20230207,CGMP Deviations: recalling drug products following an FDA inspection.,Terminated,1
minocycline hcl,20130702,"Labeling: Label Mixup: MINOCYCLINE HCL, Capsule, 100 mg may have potentially been mislabeled as the following drug:  PROGESTERONE, Capsule, 100 mg, NDC 00591396401, Pedigree: AD73611_4, EXP: 5/30/2014.",Terminated,1
dexpanthenol,20181217,Lack of sterility assurance.,Terminated,1
germ bloc health hand sanitizer foam,20181120,Microbial Contamination of Non-Sterile Product: Presence of Pseudomonas aeruginosa in product,Terminated,1
pyridoxine,20131101,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Terminated,1
dexmedetomidine hcl single dose vial 200 mcg per 2 ml,20220413,cGMP deviations: Temperature abuse,Terminated,1
papa,20151007,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,1
xanax,20160915,"Labeling: Missing Label-Primary packaging label (i.e. blister card) is blank and contains no product information (e.g. product name, strength, lot number, expiry).",Terminated,1
diphenhydramine hcl oral solution,20220607,CGMP Deviations: products manufactured under conditions which reflect manufacturing processes that were not adequately controlled.,Completed,1
thyroid,20180828,CGMP Deviations: Recall notice received from supplier that Thyroid Powder has inconsistent levels of the active ingredients levothyroxine and liothyronine.,Terminated,1
aflibercept,20120525,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012 because FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,1
range trauma kit hardcase - product code 85-0889,20160927,Lack of Assurance of Sterility: Concerns with product sterility by the manufacturer of the eye wash irrigating solution.,Terminated,1
skin irritation,20180831,CGMP Deviations: products manufactured by contract manufacturer under conditions that could result in possible microbial contamination.,Terminated,1
teva hydroxyzine pamoate capsules,20140124,"CGMP Deviations: Hydroxyzine Pamoate Capsules, USP, 100 mg were manufactured using an unapproved material: API was incorrectly released for use in manufacturing.",Terminated,1
fentanyl 2000 mcg,20191112,Presence of Particulate matter: manufacturer recalled fentanyl API due to potential for glass particules,Terminated,1
dexamethasone 8mg 10ml,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
paromomycin sulphate active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
bd chloraprep clear,20230825,"Stability data does not support expiry: Shelf-life of the impacted lots of BD ChloraPrep"" Clear 1 mL Applicator cannot be substantiated beyond 12-months although labeled with 36-month expiry. Stability studies indicate that the impacted lots, if stored at 30¿C/75% relative humidity continuously beyond 12 months, may exhibit growth of Aspergillus penicillioides.",Completed,1
artri king reforzado con ortiga omega 3 tablets,20220524,Marketed Without An Unapproved NDA/ANDA: All lots were found to be unapproved drugs based on labeling claims.,Completed,1
dermamedics post procedure cream,20140110,Marketed without an Approved NDA/ANDA: FDA has determined that the products are unapproved new drugs and misbranded.,Terminated,1
rifampin capsules,20220728,CGMP Deviations:OOS result was observed in 1-Methyl-4-Nitroso Piperazine (MNP) impurity.,Terminated,1
procaine hcl,20170418,Lack of Assurance of Sterility: The firm is recalling sterile compounded drugs within expiry due to lack of assurance of sterility.,Terminated,1
dextroamphetamine saccharate,20160216,Failed Impurities/Degradation Specifications: Out of specification for impurities.,Terminated,1
estriol 5 estradiol,20150310,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin cross contamination.,Terminated,1
ranolazine  extended-release tablets  1000mg,20250313,CGMP Deviations,Ongoing,1
dexamethasone la 16mg,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
hydroxocobalamin,20150615,Lack of Assurance of Sterility: Process deficiencies were observed in the sterile ophthalmic and injectable products that could have compromised the sterility of the product.,Terminated,1
glutathione 100mg,20160517,Lack of Assurance of Sterility: FDA inspection identified GMP violations potentially impacting product quality and sterility.,Terminated,1
abington memorial hospital,20141217,Non-Sterility: Out of specification results for the sterility test for microbial contamination.,Terminated,1
simvastatin 10 mg tablets,20230320,cGMP Deviations,Terminated,1
buprenorphine transdermal system 5 mcg,20200904,Failed Stability Specifications: Below specification result for buprenorphine release rate.,Terminated,1
metformin hydrochloride extended - release tablets,20200602,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,Terminated,1
motion sickness,20191001,Subpotent Drug,Terminated,1
voriconazole 10 mg,20140827,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.",Terminated,1
lisinopril tablets usp 20 mg,20231027,Presence of Foreign Tablets: Potential of stray tablet(s) of Amlodipine Besylate 10 mg Tablet within the recalled lots,Terminated,1
medline general purpose kit,20170921,Subpotent Drug:The titratable iodine contained in the Povidone-Iodine prep pads  is below label claim of 0.85%.,Terminated,1
zinc sulfate capsule,20130702,"Labeling:Label Mixup; ZINC SULFATE Capsule, 220 mg may be potentially mislabeled as    CALCIUM ACETATE, Capsule, 667 mg, NDC 00054008826, Pedigree: AD52778_10, EXP: 5/20/2014;  CALCITRIOL, Capsule, 0.25 mcg, NDC 00054000725, Pedigree: W003638, EXP: 6/25/2014.",Terminated,1
medline vitrectomy cds pack,20170921,Subpotent Drug:The titratable iodine contained in the Povidone-Iodine prep pads  is below label claim of 0.85%.,Terminated,1
b-complex 100 mg,20130502,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Terminated,1
pravastatin sodium tablets,20250313,CGMP Deviations,Ongoing,1
s-calm injection,20190812,Lack of Assurance of Sterility,Terminated,1
ampicillin and sulbactam for injection,20230515,Lack of Assurance of Sterility,Terminated,1
metformin hydrochloride extended- release 500mg,20250225,Presence of Foreign Tablets/Capsules.,Ongoing,1
gabapentin capsules,20200318,CGMP Deviations: Products were manufactured in a processing area in which water leakage was observed,Terminated,1
medically minded hand sanitizer gel,20210512,CGMP Deviations:  lots and products of hand sanitizer are being recalled because they were manufactured under the same conditions as the product lot found to contain methanol.,Ongoing,1
fentanyl citrate 4 mcg,20150821,Subpotent Drug,Terminated,1
quad mix 50,20170418,Lack of Assurance of Sterility: The firm is recalling sterile compounded drugs within expiry due to lack of assurance of sterility.,Terminated,1
tatiomax,20140429,Marketed Without An Approved NDA/ANDA: Product is sold over the counter whose labeling includes drug claims to act as an antidote.,Completed,1
bevacizumab prefilled 30g and 31 gram 1,20170815,Lack of Assurance of Sterility.,Terminated,1
esomeprazole magnesium delayed-release capsules,20220621,Superpotent Drug: Out of specification for assay at the 12-month timepoint.,Terminated,1
thyroid powder,20180824,CGMP Deviations: Thyroid Powder has inconsistent levels of the active ingredients levothyroxine and liothyronine.,Terminated,1
0,20150717,Presence of Particulate Matter: Customer complaint for an insect found free floating inside a single bag for each lot recalled.,Terminated,1
hcg 10000u,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
fluorouracil topical cream usp,20121121,Product Lacks Stability: Out-of-specification (OOS) results were observed for assay and description in retain samples.,Terminated,1
pepcid complete chewable tab berry 8ct sku 903365   pepcid ac maximum strength tablet 25 ct sku 902063   pepcid ac maximum strength tablet 8 ct sku 914773 distributed to specific family dollar stores 04,20220623,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,1
l-cysteine hydrochloride injection,20161109,Lack of Assurance of Sterility: a recent FDA inspection at the manufacturing firm raised concerns that the product sterility may be compromised.,Terminated,1
desoximetasone ointment usp,20220315,cGMP deviations: all products within expiry are being recalled because the firm is discontinuing its stability study program.,Terminated,1
lisinopril,20160404,CGMP Deviations: finished products manufactured using active pharmaceutical ingredients whose intermediates failed specifications.,Terminated,1
hydromorphone 0,20190619,Lack of Assurance of Sterility,Terminated,1
sotalol hcl,20130702,"Labeling: Label Mixup: SOTALOL HCL, Tablet, 80 mg may have potentially been mislabeled as one of the following drugs:  DILTIAZEM HCL, Tablet, 120 mg, NDC 00093032101, Pedigree: AD30197_1, EXP: 5/9/2014;  PROPRANOLOL HCL ER, Capsule, 60 mg, NDC 00228277811, Pedigree: AD54605_4, EXP: 5/20/2014.",Terminated,1
humanrace suncare,20230818,Subpotent Drug: Product does not contain SPF that is declared on the label.,Ongoing,1
qp laxative bisacodyl 5 mg tablet 50 ct sku 902449   qp women laxative biscodyl tablet 25 ct sku 915221  distributed to specific family dollar stores 04,20220623,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,1
cyclopent,20120525,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012 because FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,1
icee blue raspberry scented antibacterial hand gel,20190401,CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.,Terminated,1
leader brand dry eye relief,20231031,Non-Sterility: FDA found insanitary conditions and positive bacterial test results from environmental sampling at the manufacturing facility.,Ongoing,1
fentanyl as citrate 2 mcg,20171019,Lack Of Assurance Of Sterility.,Terminated,1
tri-bleaching cream,20170210,Lack of Assurance of Sterility: There are also CGMP Deviations.,Terminated,1
morphine 25 mg,20150602,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,1
vancomycin added to 0,20230428,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,Completed,1
bethel advance,20130805,"Marketed Without An Approved NDA/ANDA: FDA analyses detected the presence of phenolphthalein, N-di-Desmethylsibutramine, and trace amounts of sibutramine and N-Desmethylsibutramine. Sibutramine and phenolphthalein were previously available drug products but were removed from the U.S. market making these products unapproved new drugs.",Terminated,1
ivermectin tablets usp 3 mg 20 tablets,20210315,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,1
ondansetron 2 mg,20190619,Lack of Assurance of Sterility,Terminated,1
bi-mix injection,20180910,Lack of Assurance of Sterility,Terminated,1
bupropion hydrochloride extended-release tablets,20160408,"Failed Impurities/Degradation Specifications: high out of specification results for one of the known degradation products, m-chlorobenzoic acid.",Terminated,1
dr,20180720,Microbial contamination,Terminated,1
ibuprofen tablets,20170616,"Presence of  foreign tablets/capsules: Ibuprofen Tablets USP, 600 mg bottles were found to contain some Ibuprofen Tablets USP 800 mg.",Terminated,1
methylcobalamin 5000 mcg,20160912,Lack of Assurance of Sterility; medication was sterilized with a recalled filter,Terminated,1
hydrocortisone 2,20170210,Lack of Assurance of Sterility: There are also CGMP Deviations.,Terminated,1
skinny bee diet capsules,20161028,"Marketed without an approved NDA/ANDA: presence of undeclared sibutramine, desmethylsibutramine (an active metabolite of sibutramine) and phenolphthalein.",Terminated,1
polymyxin b for injection usp,20220126,Presence of Particulate Matter; product complaint of hair discovered in a vial within the lot,Terminated,1
hcg 23 day,20190402,Lack of sterility assurance.,Terminated,1
testosterone 200 mg,20160919,Superpotent and Subpotent drugs,Terminated,1
oxygen,20121205,Failed impurities/degradation specifications: Purity readings for oxygen were out of specification.,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
cyclosporin in corn oil injectable  balanced solutions,20130417,"Lack of Assurance of Sterility:All sterile products compounded, repackaged, and distributed by this  compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,1
fluorouracil 560 mg,20190612,Lack of Assurance of Sterility,Terminated,1
progesterone 200 mg troche,20191218,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,Terminated,1
morphine 12,20150602,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,1
dextroamphetamine saccharate,20160824,Unit Dose Mispackaging; blister cavities may contain more than one tablet /capsule,Terminated,1
tpn,20221227,Lack of sterility assurance,Completed,1
cyclopentolate hcl 1,20160920,Lack of Assurance of Sterility; all compounded products within expiry produced using recalled filters,Terminated,1
nystatin oral suspension,20200114,Subpotent: Out of specification for assay at the 12-month time point.,Terminated,1
papaverine hcl stock solution 30mg,20221007,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,Ongoing,1
hyaluronidase,20160726,Lack of Assurance of Sterility,Terminated,1
swan calamine lotion 6 fl oz distributed to specific family dollar stores 04,20220623,CGMP Deviations: product held outside appropriate storage temperature conditions.,Ongoing,1
viatrexx-hair,20191015,Lack of Assurance of Sterility: products manufactured in a manner than cannot guarantee its sterility.,Terminated,1
balnetar therapeutic tar bath,20120316,Subpotent (Single Ingredient Drug): out-of-specification result for coal tar content assay.,Terminated,1
gabapentin active pharmaceutical ingredient packaged in varying grams or kg in bags or drums,20141114,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
testosterone 25 mg pellet,20181017,Lack of Assurance of Sterility,Terminated,1
t-106 papaverine 30 mg,20220509,Lack of assurance of sterility.,Completed,1
mic vitamin injection,20130410,"Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,1
lactobacillus acidophilus,20130702,"Labeling: Label Mixup: LACTOBACILLUS ACIDOPHILUS, Tablet, 35 MILLION may have potentially been mislabeled as the following drug:  REPAGLINIDE, Tablet, 1 mg, NDC 00169008281, Pedigree: W003924, EXP: 6/28/2014.",Terminated,1
vancomycin ophthalmic pf,20130325,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,1
trokendi xr,20160712,Superpotent Drug: Failure of assay specifications in the capsule.,Terminated,1
tpn,20221227,Lack of sterility assurance,Completed,1
nature-throid,20200902,CGMP Deviations,Terminated,1
gentamicin opth-sol 5ml compare,20181018,Presence of Particulate Matter: Crystalline particles were noticed by manufacturer at the 24 month clarity testing.,Terminated,1
lang yi hao chaonongsuopian tablets,20170307,"Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.",Terminated,1
bicillin l-a,20240207,cGMP Deviations: Products were stored outside the drug label specifications.,Terminated,1
gablofen,20190708,Failed Impurities/Degradation Specification -This recall is being initiated as a precaution due to the presence of an unknown impurity observed during shelf life of the product.,Terminated,1
provocholine pre-diluted set ii in 0,20150819,Stability data does not support expiry.,Terminated,1
clarithromycin tablets,20150601,CGMP Deviations: Firm did not adequately investigate customer complaints.,Terminated,1
paroxetine  tablets,20231110,Failed Impurities/Degradation Specifications-Manufacturer Apotex Inc. recalling lots due to Out of specification results for the excipient Amadori Glucose adduct of Paroxetine,Terminated,1
cefazolin 2 gm a,20190412,Lack of sterility assurance.,Terminated,1
levofloxacin in 5,20180327,Lack of Assurance of Sterility; confirmed customer report of a leaking bags and mold found between the outer bag and the overwrap,Terminated,1
hcg 370iu prefilled syringes,20130528,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,1
edetate disodium,20211206,Lack of Assurance of Sterility,Terminated,1
new,20200131,Microbial Contamination of Non-Sterile Products,Terminated,1
cardizem cd,20190130,Failed Dissolution Specifications: high out of specification results for dissolution when measuring the amount of drug released at certain time points.,Terminated,1
zdaily daily testosterone and llibido booster herbal dietary supplement capsules,20170418,"Marketed without an Approved NDA/ANDA; FDA analysis found the presence of undeclared tadalafil, sildenafil and/or their analogues and Flibanserin",Terminated,1
methylene blue 10 mg,20180517,Lack of sterility assurance.,Terminated,1
morphine in 0,20230717,Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,1
haloperidol decanoate injection,20210426,Lack of Assurance of Sterility,Terminated,1
dr,20180720,Microbial contamination,Terminated,1
unisom,20250304,CGMP Deviations: Nitrosamine Drug Substance Related Issue impurity above the daily acceptable intake limit defined by the Food and Drug Administration.,Ongoing,1
cisplatin 40 mg,20190612,Lack of Assurance of Sterility,Terminated,1
sepp 10,20130304,Labeling: Not Elsewhere Classified: This product is misbranded because the product is not sterile and the labeling is misleading in relation to sterility claims.,Terminated,1
ropivacaine hcl in 0,20170222,Labeling: Not Elsewhere Classified: Products may contain synthetic latex and/or natural latex.,Terminated,1
nature-throid,20200902,CGMP Deviations,Terminated,1
testosterone,20180322,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,Terminated,1
methylfolate capsules,20150608,Penicillin Cross Contamination: potentially contaminated with penicillin,Terminated,1
tarceva,20140915,Failed Dissolution Specifications: The product did not meet the acceptance criteria for the dissolution test during the 24 month routine stability testing.,Terminated,1
formula 0,20160314,Lack of Assurance of Sterility: incomplete or missing data regarding production.,Terminated,1
ultra amino energy cocktail,20161117,Lack of Assurance of Sterility,Ongoing,1
magnesium 2 gm sulfate,20190208,"Labeling: Incorrect or Missing Lot and/or Exp Date:The product labels contain a Two-Dimensional ( 2D ) barcode that, when scanned, reveals information specific to the batch of the labeled product, including Expiration Date.  The expiration date included within these 2D barcodes is incorrect and does not match the correct expiration date listed on the face of the label itself.",Terminated,1
